# Audio2txt v3.0 - 顧問訪視1001
# Duration: 52.7min
# Processing: 4.5min
# Speakers: 3

# SPEAKER_00: 14.9min (396 segments)
# SPEAKER_01: 36.0min (574 segments)
# SPEAKER_02: 2.3min (315 segments)

============================================================

[39:36 -> 39:38][SPEAKER_01]: 賣到十七十八塊去
[39:38 -> 39:39][SPEAKER_00]: OK
[39:39 -> 39:40][SPEAKER_01]: 對
[39:40 -> 39:41][SPEAKER_01]: 做得太漂亮了
[39:41 -> 39:42][SPEAKER_01]: 對
[39:42 -> 39:44][SPEAKER_00]: 因為它包著整個外面的包裝
[39:44 -> 39:45][SPEAKER_00]: 對
[39:45 -> 39:46][SPEAKER_01]: 像你現在
[39:46 -> 39:48][SPEAKER_01]: 但是這個台灣還是沒有
[39:48 -> 39:51][SPEAKER_01]: 很多工廠都沒有進步
[39:51 -> 39:53][SPEAKER_01]: 你現在如果去任何的工廠
[39:53 -> 39:54][SPEAKER_01]: 跟他講說
[39:54 -> 39:55][SPEAKER_01]: 啊
[39:55 -> 39:57][SPEAKER_01]: 有沒有什麼你們工友的版啊
[39:57 -> 39:58][SPEAKER_01]: 還是什麼
[39:58 -> 40:01][SPEAKER_01]: 拿出來就會是那一種
[40:01 -> 40:02][SPEAKER_01]: 單色的
[40:02 -> 40:05][SPEAKER_01]: 可能金色的一個看起來什麼都沒有
[40:05 -> 40:07][SPEAKER_00]: 都還是還是都是十年前
[40:07 -> 40:08][SPEAKER_00]: 十幾年前那種的
[40:08 -> 40:09][SPEAKER_01]: 就還是這種
[40:09 -> 40:10][SPEAKER_01]: 就是啊
[40:10 -> 40:11][SPEAKER_01]: 反正就是我自己的
[40:11 -> 40:12][SPEAKER_01]: 沒有精進啊
[40:12 -> 40:13][SPEAKER_00]: 對沒有
[40:13 -> 40:15][SPEAKER_01]: 但是韓國那邊就會說
[40:15 -> 40:17][SPEAKER_01]: 就算我是隨便打樣的
[40:17 -> 40:19][SPEAKER_01]: 或是工版的
[40:19 -> 40:21][SPEAKER_01]: 或是隨便賣給一些
[40:21 -> 40:23][SPEAKER_01]: 人家想要批去買的
[40:23 -> 40:24][SPEAKER_01]: 他們都會把它做得好
[40:24 -> 40:25][SPEAKER_00]: 所以你的意思是說
[40:25 -> 40:26][SPEAKER_00]: 我們這些供應商
[40:26 -> 40:30][SPEAKER_00]: 他們跟終端的消費的那種市場
[40:30 -> 40:31][SPEAKER_00]: 脫節了
[40:31 -> 40:32][SPEAKER_00]: 對
[40:32 -> 40:33][SPEAKER_01]: 這樣講更適合
[40:33 -> 40:34][SPEAKER_00]: 對脫節了嘛
[40:34 -> 40:35][SPEAKER_00]: 它不像韓國
[40:35 -> 40:36][SPEAKER_00]: 那不如你現在
[40:36 -> 40:37][SPEAKER_00]: 如果要做這一塊
[40:37 -> 40:38][SPEAKER_00]: 可能還要想說
[40:38 -> 40:39][SPEAKER_00]: 去韓國進貨
[40:39 -> 40:40][SPEAKER_00]: 有
[40:40 -> 40:44][SPEAKER_01]: 我其實有韓國的一些品牌商
[40:44 -> 40:45][SPEAKER_01]: 也有跟我聯絡
[40:45 -> 40:49][SPEAKER_01]: 也有希望我這邊可以進進來
[40:49 -> 40:50][SPEAKER_01]: 也是測試
[40:50 -> 40:51][SPEAKER_01]: 最近有一個
[40:51 -> 40:52][SPEAKER_01]: 然後
[40:52 -> 40:53][SPEAKER_01]: 它的牌子
[40:53 -> 40:54][SPEAKER_01]: 它是在韓國
[40:54 -> 40:57][SPEAKER_01]: 它是知名主持人
[40:57 -> 40:59][SPEAKER_01]: 電視新聞的主持人
[40:59 -> 41:01][SPEAKER_01]: 然後自己創立的一個
[41:01 -> 41:03][SPEAKER_01]: 也算是模特兒
[41:03 -> 41:04][SPEAKER_02]: 對
[41:04 -> 41:07][SPEAKER_01]: 然後它也是創立一個自己的牌子
[41:07 -> 41:08][SPEAKER_01]: 滿漂亮的
[41:08 -> 41:09][SPEAKER_01]: 做得好漂亮
[41:09 -> 41:11][SPEAKER_01]: 那個一看就是女生會喜歡的
[41:11 -> 41:13][SPEAKER_01]: 連我看到就覺得
[41:13 -> 41:15][SPEAKER_01]: 這個真的漂亮
[41:15 -> 41:16][SPEAKER_01]: 但是它的東西
[41:16 -> 41:17][SPEAKER_01]: 我測試之後
[41:17 -> 41:18][SPEAKER_01]: 我就覺得
[41:18 -> 41:19][SPEAKER_01]: 不行
[41:19 -> 41:20][SPEAKER_01]: 那個
[41:20 -> 41:21][SPEAKER_01]: 還會有刺痛感
[41:21 -> 41:22][SPEAKER_01]: 還會有
[41:22 -> 41:23][SPEAKER_01]: 對
[41:23 -> 41:24][SPEAKER_01]: 然後我覺得
[41:24 -> 41:25][SPEAKER_01]: 像那個
[41:25 -> 41:26][SPEAKER_01]: 我也就是放棄了
[41:26 -> 41:27][SPEAKER_00]: 所以你現在目前做到最後
[41:27 -> 41:29][SPEAKER_00]: 因為今天時間也差不多
[41:29 -> 41:30][SPEAKER_00]: 你現在目前做到最後
[41:30 -> 41:31][SPEAKER_00]: 應該還是有發現
[41:31 -> 41:32][SPEAKER_00]: 所以你現在目前的貨源
[41:32 -> 41:34][SPEAKER_00]: 大部分來自於大陸嘛
[41:34 -> 41:35][SPEAKER_00]: 對不對
[41:35 -> 41:36][SPEAKER_00]: 對
[41:36 -> 41:37][SPEAKER_00]: 原因不是說
[41:37 -> 41:38][SPEAKER_00]: 我們不進台灣的
[41:38 -> 41:39][SPEAKER_00]: 因為台灣的東西
[41:39 -> 41:42][SPEAKER_00]: 真的是跟其他的還是很大
[41:42 -> 41:44][SPEAKER_00]: 成本上也是
[41:44 -> 41:45][SPEAKER_01]: 對
[41:45 -> 41:47][SPEAKER_01]: 像我自己創這個保命品牌的時候
[41:47 -> 41:48][SPEAKER_01]: 我所有的
[41:48 -> 41:50][SPEAKER_01]: 那時候都想說
[41:50 -> 41:51][SPEAKER_01]: 我全部都做玻璃
[41:51 -> 41:52][SPEAKER_01]: 要做玻璃
[41:52 -> 41:54][SPEAKER_01]: 因為可以百分之百接受
[41:54 -> 41:55][SPEAKER_01]: 對
[41:55 -> 41:56][SPEAKER_01]: 你說塑膠
[41:56 -> 41:57][SPEAKER_01]: 不管什麼材質
[41:57 -> 41:58][SPEAKER_01]: PLA啦
[41:58 -> 42:00][SPEAKER_01]: PETG什麼的
[42:00 -> 42:03][SPEAKER_01]: 再怎麼環保的材質
[42:03 -> 42:04][SPEAKER_01]: 分解什麼
[42:04 -> 42:06][SPEAKER_01]: 其實都還是
[42:06 -> 42:09][SPEAKER_01]: 沒辦法百分之百接受利用
[42:09 -> 42:10][SPEAKER_01]: 這個
[42:10 -> 42:12][SPEAKER_01]: 你全部做成玻璃的
[42:12 -> 42:14][SPEAKER_01]: 成本高很多
[42:14 -> 42:16][SPEAKER_01]: 然後其實
[42:16 -> 42:18][SPEAKER_01]: 很多人在外面做都沒有
[42:18 -> 42:19][SPEAKER_01]: 我想說
[42:19 -> 42:20][SPEAKER_01]: 我就用壓克力瓶
[42:20 -> 42:21][SPEAKER_01]: 真空瓶
[42:21 -> 42:22][SPEAKER_01]: 對
[42:22 -> 42:25][SPEAKER_01]: 對
[42:25 -> 42:26][SPEAKER_00]: 觀念不一樣
[42:26 -> 42:27][SPEAKER_01]: 對
[42:27 -> 42:28][SPEAKER_01]: 但是這個也失敗了
[42:28 -> 42:29][SPEAKER_00]: 我覺得
[42:29 -> 42:30][SPEAKER_01]: OK
[42:30 -> 42:31][SPEAKER_00]: 對
[42:31 -> 42:32][SPEAKER_01]: 就銷量不好
[42:32 -> 42:33][SPEAKER_01]: 對
[42:33 -> 42:34][SPEAKER_01]: 可能就
[42:34 -> 42:35][SPEAKER_01]: 我還有跟收購天母
[42:35 -> 42:36][SPEAKER_00]: 合作過一次
[42:36 -> 42:37][SPEAKER_00]: 一個大型
[42:37 -> 42:38][SPEAKER_01]: 一個快閃店這樣的概念
[42:38 -> 42:39][SPEAKER_01]: 不是快閃
[42:39 -> 42:41][SPEAKER_01]: 他們是有周年慶
[42:41 -> 42:42][SPEAKER_01]: 幾年前啦
[42:42 -> 42:43][SPEAKER_01]: 然後就說
[42:43 -> 42:46][SPEAKER_01]: 要不要幫你做部分
[42:46 -> 42:47][SPEAKER_01]: OK
[42:47 -> 42:48][SPEAKER_01]: 我提供產品
[42:48 -> 42:49][SPEAKER_01]: 我說好啊
[42:49 -> 42:50][SPEAKER_01]: 要不要來試試看
[42:50 -> 42:52][SPEAKER_01]: 然後就是我提供了兩三百份
[42:52 -> 42:53][SPEAKER_01]: 三百份
[42:53 -> 42:54][SPEAKER_02]: 嗯
[42:54 -> 42:55][SPEAKER_01]: 給他免費贈送
[42:55 -> 42:56][SPEAKER_02]: 懂懂
[42:56 -> 42:58][SPEAKER_01]: 但是你就看到有那個
[42:58 -> 42:59][SPEAKER_01]: 呃
[42:59 -> 43:00][SPEAKER_01]: 那個
[43:00 -> 43:01][SPEAKER_01]: 電視牆啊
[43:01 -> 43:02][SPEAKER_00]: 幫你去做介紹
[43:02 -> 43:04][SPEAKER_01]: 然後就會PO我做好的影片
[43:04 -> 43:05][SPEAKER_01]: 嗯
[43:05 -> 43:06][SPEAKER_00]: 對
[43:06 -> 43:08][SPEAKER_01]: 然後就是在那一個檔期
[43:08 -> 43:10][SPEAKER_01]: 周年慶
[43:10 -> 43:12][SPEAKER_01]: 還是母親節
[43:12 -> 43:14][SPEAKER_00]: 量有做起來嗎
[43:14 -> 43:15][SPEAKER_01]: 呃
[43:15 -> 43:16][SPEAKER_01]: 有全部換出去
[43:16 -> 43:17][SPEAKER_00]: 嗯
[43:17 -> 43:18][SPEAKER_01]: 然後就
[43:18 -> 43:19][SPEAKER_01]: 官網有一些訂單
[43:19 -> 43:20][SPEAKER_01]: 後面的啦
[43:20 -> 43:21][SPEAKER_01]: 是
[43:21 -> 43:22][SPEAKER_01]: 但是那個都是
[43:22 -> 43:23][SPEAKER_01]: 不是直接
[43:23 -> 43:24][SPEAKER_01]: 呃
[43:24 -> 43:25][SPEAKER_01]: 直接你看得到
[43:25 -> 43:26][SPEAKER_01]: 立馬就有成效
[43:26 -> 43:27][SPEAKER_00]: 是
[43:27 -> 43:28][SPEAKER_00]: OK
[43:28 -> 43:29][SPEAKER_00]: 呃
[43:29 -> 43:30][SPEAKER_00]: 我再確認一下
[43:30 -> 43:31][SPEAKER_00]: 還有沒有什麼問題
[43:31 -> 43:32][SPEAKER_00]: 還沒有給你
[43:32 -> 43:33][SPEAKER_00]: 他在講話
[43:33 -> 43:34][SPEAKER_00]: 沒關係沒關係
[43:34 -> 43:35][SPEAKER_01]: 也是給你學習到很多
[43:35 -> 43:36][SPEAKER_01]: 沒有沒有
[43:36 -> 43:41][SPEAKER_01]: 不要這麼說
[43:41 -> 43:42][SPEAKER_01]: 嗯
[43:42 -> 43:43][SPEAKER_00]: 主要是做什麼
[43:43 -> 43:44][SPEAKER_00]: 顧問公司
[43:44 -> 43:45][SPEAKER_00]: 哎
[43:45 -> 43:46][SPEAKER_00]: 對
[43:46 -> 43:47][SPEAKER_00]: 我們就是做一些
[43:47 -> 43:48][SPEAKER_00]: 一些企業顧問
[43:48 -> 43:49]: 或是行銷顧問的部分
[43:49 -> 43:50][SPEAKER_00]: 哦
[43:50 -> 43:51][SPEAKER_00]: 厲害
[43:51 -> 43:52][SPEAKER_00]: 沒有啦
[43:52 -> 43:53][SPEAKER_00]: 不不敢當
[43:53 -> 43:54][SPEAKER_00]: 這
[43:54 -> 43:57][SPEAKER_00]: 大家都都是努力的
[43:57 -> 43:58][SPEAKER_00]: 因為差不多是這樣子
[43:58 -> 43:59][SPEAKER_00]: 好
[43:59 -> 44:00][SPEAKER_00]: 那
[44:00 -> 44:01][SPEAKER_00]: 我最後問一個問題
[44:01 -> 44:02][SPEAKER_00]: 是
[44:02 -> 44:03][SPEAKER_00]: 就是
[44:03 -> 44:04][SPEAKER_00]: 呃
[44:04 -> 44:06][SPEAKER_00]: 目前的公司的
[44:06 -> 44:07][SPEAKER_00]: 呃
[44:07 -> 44:08][SPEAKER_00]: 因為有
[44:08 -> 44:09][SPEAKER_00]: 看財報嘛
[44:09 -> 44:10][SPEAKER_00]: 對不對
[44:10 -> 44:11][SPEAKER_00]: 那你有預期說
[44:11 -> 44:12][SPEAKER_00]: 呃
[44:12 -> 44:13][SPEAKER_00]: 明年
[44:13 -> 44:14][SPEAKER_00]: 因為現在差不多差不多
[44:14 -> 44:15][SPEAKER_00]: 那假設這一個一百萬
[44:15 -> 44:16][SPEAKER_00]: 拉進來之後啦
[44:16 -> 44:17][SPEAKER_00]: 是
[44:17 -> 44:18][SPEAKER_00]: 對你未來明年
[44:18 -> 44:19][SPEAKER_00]: 未來一年
[44:19 -> 44:20][SPEAKER_00]: 因為這會攸關到
[44:20 -> 44:21][SPEAKER_00]: 你的財務的穩定性
[44:21 -> 44:22][SPEAKER_00]: 那整個
[44:22 -> 44:23][SPEAKER_00]: 你自己有
[44:23 -> 44:24][SPEAKER_00]: 怎麼這樣預估嗎
[44:24 -> 44:25][SPEAKER_00]: 就明年的
[44:25 -> 44:26][SPEAKER_00]: 財務的展望這樣子
[44:26 -> 44:27][SPEAKER_00]: 那明白
[44:27 -> 44:28][SPEAKER_00]: 就是你目前的
[44:28 -> 44:29][SPEAKER_00]: 嗯
[44:29 -> 44:30][SPEAKER_00]: 你像你今年
[44:30 -> 44:31][SPEAKER_00]: 今年
[44:31 -> 44:32][SPEAKER_00]: 嗯
[44:32 -> 44:33][SPEAKER_00]: 今年的營業額
[44:33 -> 44:34][SPEAKER_00]: 去年
[44:34 -> 44:35][SPEAKER_00]: 你現在目前有揭示
[44:35 -> 44:36][SPEAKER_00]: 去年的營業額嘛
[44:36 -> 44:37][SPEAKER_00]: 對
[44:37 -> 44:38][SPEAKER_00]: 去年營業額好像一千多萬嘛
[44:38 -> 44:39][SPEAKER_00]: 對不對
[44:39 -> 44:40][SPEAKER_00]: 那
[44:40 -> 44:41][SPEAKER_00]: 因為一百
[44:41 -> 44:42][SPEAKER_00]: 一百多萬
[44:42 -> 44:43][SPEAKER_00]: 對不起
[44:43 -> 44:44][SPEAKER_00]: 對對
[44:44 -> 44:45][SPEAKER_00]: 一百多萬
[44:45 -> 44:46][SPEAKER_00]: 一百多萬
[44:46 -> 44:47][SPEAKER_00]: 對
[44:47 -> 44:48][SPEAKER_01]: 那你有明年
[44:48 -> 44:49][SPEAKER_01]: 你有展望說
[44:49 -> 44:50][SPEAKER_01]: 明年大概的營業額
[44:50 -> 44:51][SPEAKER_01]: 大概會多少
[44:51 -> 44:52][SPEAKER_01]: 我預計
[44:52 -> 44:53][SPEAKER_01]: 這一些進來
[44:53 -> 44:54][SPEAKER_01]: 我整個品線拉大
[44:54 -> 44:55][SPEAKER_01]: 嗯
[44:55 -> 44:56][SPEAKER_01]: 最少也有三成以上
[44:56 -> 44:57][SPEAKER_01]: 30%以上的
[44:57 -> 44:58][SPEAKER_01]: 產品
[44:58 -> 44:59][SPEAKER_01]: 嗯
[44:59 -> 45:00][SPEAKER_01]: 我其實好
[45:00 -> 45:01][SPEAKER_01]: 很大的感覺
[45:01 -> 45:02][SPEAKER_01]: 嗯
[45:02 -> 45:03][SPEAKER_01]: 因為我的3C
[45:03 -> 45:05][SPEAKER_01]: 在我那一個賣場
[45:05 -> 45:06][SPEAKER_01]: 其實
[45:06 -> 45:07][SPEAKER_01]: 我3C產品
[45:07 -> 45:09][SPEAKER_01]: 不多的前途之下
[45:09 -> 45:10][SPEAKER_01]: 嗯
[45:10 -> 45:11][SPEAKER_01]: 我都可以做到這樣子
[45:11 -> 45:12][SPEAKER_01]: 嗯
[45:12 -> 45:13][SPEAKER_01]: 我自己也覺得
[45:13 -> 45:14][SPEAKER_01]: 我好厲害
[45:14 -> 45:15][SPEAKER_01]: 哈哈哈
[45:15 -> 45:16][SPEAKER_01]: 沒有因為
[45:16 -> 45:17][SPEAKER_01]: 講白了
[45:17 -> 45:18][SPEAKER_01]: 很多這種
[45:18 -> 45:19][SPEAKER_01]: 類型的垂直商店
[45:19 -> 45:20][SPEAKER_01]: 嗯
[45:20 -> 45:21][SPEAKER_01]: 垂直賣場
[45:21 -> 45:22][SPEAKER_01]: 對
[45:22 -> 45:23][SPEAKER_01]: 你需要
[45:23 -> 45:24][SPEAKER_01]: 很多不同的
[45:24 -> 45:26][SPEAKER_01]: 相關的產品
[45:26 -> 45:27][SPEAKER_01]: 嗯
[45:27 -> 45:29][SPEAKER_01]: 在這一些
[45:29 -> 45:31][SPEAKER_01]: 眾多的
[45:31 -> 45:32][SPEAKER_01]: 呃
[45:32 -> 45:33][SPEAKER_01]: 現階段的市場
[45:33 -> 45:34][SPEAKER_01]: 嗯
[45:34 -> 45:35][SPEAKER_01]: 來脫穎而出
[45:35 -> 45:36][SPEAKER_01]: 對
[45:36 -> 45:37][SPEAKER_01]: 而你會看到
[45:37 -> 45:38][SPEAKER_01]: 現在外面有很多那種
[45:38 -> 45:39][SPEAKER_01]: 類似像一件代髮
[45:39 -> 45:40][SPEAKER_01]: 嗯
[45:40 -> 45:41][SPEAKER_01]: 他們一次就是
[45:41 -> 45:42][SPEAKER_01]: 噢幾千個商品
[45:42 -> 45:43][SPEAKER_01]: 就拉到他們的
[45:43 -> 45:44][SPEAKER_01]: 那一個賣場
[45:44 -> 45:45][SPEAKER_01]: 看起來是
[45:45 -> 45:46][SPEAKER_01]: 但是重點是
[45:46 -> 45:47][SPEAKER_01]: 他就是不光
[45:47 -> 45:48][SPEAKER_01]: 嗯
[45:48 -> 45:49][SPEAKER_01]: 那我們現在就是
[45:49 -> 45:51][SPEAKER_01]: 我們不要去做那個
[45:51 -> 45:52][SPEAKER_01]: 因為他們那個
[45:52 -> 45:53][SPEAKER_01]: 呃
[45:53 -> 45:54][SPEAKER_01]: 拉進來商品的時間
[45:54 -> 45:55][SPEAKER_01]: 要拉
[45:55 -> 45:56][SPEAKER_01]: 嗯
[45:56 -> 45:57][SPEAKER_01]: 我們是
[45:57 -> 45:58][SPEAKER_00]: 把服務做好
[45:58 -> 45:59][SPEAKER_01]: 這樣
[45:59 -> 46:00][SPEAKER_01]: 對
[46:00 -> 46:01][SPEAKER_01]: 而我們做的就是要
[46:01 -> 46:02][SPEAKER_01]: 久一點
[46:02 -> 46:03][SPEAKER_01]: 對
[46:03 -> 46:04][SPEAKER_01]: 對
[46:04 -> 46:05][SPEAKER_01]: 因為
[46:05 -> 46:06][SPEAKER_01]: 還有一點就是
[46:06 -> 46:07][SPEAKER_01]: 我這邊在做
[46:07 -> 46:08][SPEAKER_01]: 的事情是
[46:08 -> 46:09][SPEAKER_01]: 有時候
[46:09 -> 46:10][SPEAKER_01]: 就看到很多
[46:10 -> 46:11][SPEAKER_01]: 呃
[46:11 -> 46:12][SPEAKER_01]: 其他的
[46:12 -> 46:13][SPEAKER_01]: 賣場
[46:13 -> 46:14][SPEAKER_01]: 或其他的
[46:14 -> 46:15][SPEAKER_01]: 其他公司
[46:15 -> 46:16][SPEAKER_01]: 他們有時候會跟
[46:16 -> 46:17][SPEAKER_01]: 客人
[46:17 -> 46:18][SPEAKER_01]: 啊
[46:18 -> 46:19][SPEAKER_01]: 給
[46:19 -> 46:20][SPEAKER_01]: 哎
[46:20 -> 46:21][SPEAKER_01]: 哦
[46:21 -> 46:22][SPEAKER_01]: 人家留言什麼
[46:22 -> 46:23][SPEAKER_01]: 他們就回去了
[46:23 -> 46:24][SPEAKER_01]: 哦
[46:24 -> 46:25][SPEAKER_01]: 對於我們來講
[46:25 -> 46:26][SPEAKER_01]: 人家要退
[46:26 -> 46:27][SPEAKER_01]: 好就退
[46:27 -> 46:28][SPEAKER_01]: 因為法規規定
[46:28 -> 46:29][SPEAKER_01]: 懂
[46:29 -> 46:30][SPEAKER_01]: 我就不跟你多說
[46:30 -> 46:31][SPEAKER_01]: 就算你拆開來
[46:31 -> 46:33][SPEAKER_01]: 你只要恢復就好
[46:33 -> 46:34][SPEAKER_01]: 所以我們就覺得
[46:34 -> 46:35][SPEAKER_01]: 我這邊就是
[46:35 -> 46:36][SPEAKER_01]: 懂
[46:36 -> 46:39][SPEAKER_01]: 所以你的意思是說
[46:39 -> 46:41][SPEAKER_00]: 畢竟在蝦皮上面
[46:41 -> 46:42][SPEAKER_00]: 或是在這些通貨上面
[46:42 -> 46:44][SPEAKER_00]: 產品基本上
[46:44 -> 46:45][SPEAKER_00]: 什麼
[46:45 -> 46:46][SPEAKER_00]: 要比多的別人
[46:46 -> 46:47][SPEAKER_00]: 更多嗎
[46:47 -> 46:48][SPEAKER_00]: 因為像你說一件待發
[46:48 -> 46:49][SPEAKER_00]: 什麼之類之類
[46:49 -> 46:50][SPEAKER_00]: 可是他們拉貨進來
[46:50 -> 46:51][SPEAKER_00]: 可能要兩三個禮拜
[46:51 -> 46:52][SPEAKER_00]: 甚至一個月的狀況
[46:52 -> 46:53][SPEAKER_00]: 但是你這邊
[46:53 -> 46:54][SPEAKER_00]: 不只是這樣
[46:54 -> 46:55][SPEAKER_00]: 就是你這邊
[46:55 -> 46:56][SPEAKER_00]: 其實基本上
[46:56 -> 46:57][SPEAKER_00]: 你是文雜文雜
[46:57 -> 46:59][SPEAKER_00]: 把整個消費者的體驗做好
[46:59 -> 47:01][SPEAKER_00]: 就不管是到
[47:01 -> 47:02][SPEAKER_00]: 馬上就可以拿貨
[47:02 -> 47:03][SPEAKER_00]: 因為台灣人也蠻重視
[47:03 -> 47:04][SPEAKER_00]: 這件事情
[47:04 -> 47:05][SPEAKER_00]: 馬上買
[47:05 -> 47:06][SPEAKER_00]: 可能兩天三天
[47:06 -> 47:07][SPEAKER_00]: 就可以拿到貨
[47:07 -> 47:08][SPEAKER_00]: 那這也是你跟蝦皮
[47:08 -> 47:10][SPEAKER_00]: 其他的同業最大的差別
[47:10 -> 47:11][SPEAKER_00]: 因為有人會想說
[47:11 -> 47:12][SPEAKER_00]: 蝦皮買就是要等很久
[47:12 -> 47:14][SPEAKER_00]: 可能有在MOMO或PC
[47:14 -> 47:15][SPEAKER_00]: 用這一線的通路買
[47:15 -> 47:17][SPEAKER_00]: 就會比較快
[47:17 -> 47:19][SPEAKER_01]: 我們都會拼在說
[47:19 -> 47:21][SPEAKER_01]: 下午兩點之前的訂單
[47:21 -> 47:23][SPEAKER_01]: 全部在單點出
[47:23 -> 47:25][SPEAKER_02]: 因為它也剛好對應
[47:25 -> 47:27][SPEAKER_01]: 蝦皮現在的法規的規範
[47:27 -> 47:29][SPEAKER_01]: 就是說下午兩點之前的
[47:29 -> 47:31][SPEAKER_01]: 一些可能隔日到貨的
[47:31 -> 47:32][SPEAKER_01]: 一定要在當天出
[47:32 -> 47:35][SPEAKER_01]: 他們才會打到隔日到貨
[47:35 -> 47:37][SPEAKER_01]: 那我們就直接就
[47:37 -> 47:38][SPEAKER_01]: 依照它的規範
[47:38 -> 47:40][SPEAKER_01]: 下午兩點之前的訂單
[47:40 -> 47:41][SPEAKER_01]: 有可能是昨天的
[47:41 -> 47:42][SPEAKER_01]: 兩點之後的
[47:42 -> 47:45][SPEAKER_01]: 累積到今天兩點之前
[47:45 -> 47:47][SPEAKER_00]: 所以你整個經營理念
[47:47 -> 47:48][SPEAKER_00]: 其實就是非常的
[47:48 -> 47:49][SPEAKER_00]: 文雜文雜
[47:49 -> 47:50][SPEAKER_00]: 對
[47:50 -> 47:51][SPEAKER_00]: 所以你也不會想去
[47:51 -> 47:52][SPEAKER_00]: 產品也不會求快
[47:52 -> 47:54][SPEAKER_00]: 廣告也不會求快
[47:54 -> 47:55][SPEAKER_00]: 然後你希望把整個
[47:55 -> 47:57][SPEAKER_00]: 產品挑的好
[47:57 -> 47:58][SPEAKER_00]: 客戶服務的好
[47:58 -> 47:59][SPEAKER_00]: 體驗好
[47:59 -> 48:00][SPEAKER_00]: 然後自然而然
[48:00 -> 48:02][SPEAKER_00]: 人家就可能會留言
[48:02 -> 48:04][SPEAKER_00]: 或是很好的評價
[48:04 -> 48:05][SPEAKER_00]: 那也會讓你的整個的
[48:05 -> 48:06][SPEAKER_00]: 像你說的
[48:06 -> 48:08][SPEAKER_00]: 在站內的曝光也會好
[48:08 -> 48:09][SPEAKER_00]: 那有人可能
[48:09 -> 48:10][SPEAKER_00]: 拉貨拉了一大堆
[48:10 -> 48:11][SPEAKER_00]: 但是體驗不好
[48:11 -> 48:12][SPEAKER_00]: 大家會有一些負評
[48:12 -> 48:14][SPEAKER_00]: 有可能是廣告進來的
[48:14 -> 48:16][SPEAKER_00]: 但是不是真的他們想要的
[48:16 -> 48:18][SPEAKER_00]: 那可能會有一些負評
[48:18 -> 48:20][SPEAKER_00]: 但是他們就是可能求快
[48:20 -> 48:21][SPEAKER_00]: 求短線
[48:21 -> 48:22][SPEAKER_00]: 那你這邊就是文雜文雜
[48:22 -> 48:24][SPEAKER_01]: 它有一點跟人家不一樣是
[48:24 -> 48:26][SPEAKER_01]: 蝦皮很注重於
[48:26 -> 48:29][SPEAKER_01]: 首頁的圖
[48:29 -> 48:32][SPEAKER_01]: 那這個也是我們在做
[48:32 -> 48:37][SPEAKER_01]: 屈臣氏連鎖通路的時候
[48:37 -> 48:38][SPEAKER_01]: 看到的
[48:38 -> 48:40][SPEAKER_01]: 就是實體通路連鎖店
[48:40 -> 48:42][SPEAKER_01]: 最重要的是價位
[48:42 -> 48:44][SPEAKER_01]: 價位上面一整排都是
[48:44 -> 48:45][SPEAKER_01]: 面紋的時候來的
[48:45 -> 48:47][SPEAKER_01]: 你怎麼讓喬非特會想要
[48:47 -> 48:48][SPEAKER_01]: 挑你來看
[48:48 -> 48:50][SPEAKER_01]: 那就是要吸睛嘛
[48:50 -> 48:51][SPEAKER_01]: 外盒要漂亮
[48:51 -> 48:52][SPEAKER_01]: 所以我們在做
[48:52 -> 48:54][SPEAKER_00]: 視覺上面
[48:54 -> 48:55][SPEAKER_01]: 我們的首途
[48:55 -> 48:56][SPEAKER_01]: 跟後面的圖
[48:56 -> 48:58][SPEAKER_01]: 我們絕對會自己做
[48:58 -> 49:00][SPEAKER_00]: 蝦皮大部分都是拿大陸的
[49:00 -> 49:02][SPEAKER_01]: 很多人都是拿別人
[49:02 -> 49:03][SPEAKER_01]: 拿廠商的
[49:03 -> 49:05][SPEAKER_01]: 然後就一模一樣嘛
[49:05 -> 49:08][SPEAKER_01]: 那你在整個都是一模一樣的
[49:08 -> 49:09][SPEAKER_01]: 市場上面
[49:09 -> 49:11][SPEAKER_01]: 只要是你的首途做的
[49:11 -> 49:12][SPEAKER_01]: 跟人家不一樣
[49:12 -> 49:14][SPEAKER_01]: 甚至我把重點
[49:14 -> 49:16][SPEAKER_01]: 全部放在首途上面
[49:16 -> 49:18][SPEAKER_01]: 人家一路就看到
[49:18 -> 49:20][SPEAKER_01]: 那個是他的痛點
[49:20 -> 49:21][SPEAKER_01]: 或是他想要解決的
[49:21 -> 49:23][SPEAKER_01]: 就有可能會點擊進來
[49:23 -> 49:25][SPEAKER_01]: 點擊進來之後
[49:25 -> 49:26][SPEAKER_01]: 就有可能會
[49:26 -> 49:27][SPEAKER_01]: 啊要不然再逛逛
[49:27 -> 49:29][SPEAKER_01]: 有沒有其他的一起嘛
[49:29 -> 49:30][SPEAKER_00]: 這個是最主要的
[49:30 -> 49:31][SPEAKER_00]: OK
[49:31 -> 49:32][SPEAKER_00]: 那想請教一下
[49:32 -> 49:33][SPEAKER_00]: 你們現在
[49:33 -> 49:34][SPEAKER_00]: 因為我們剛才講了
[49:34 -> 49:36][SPEAKER_00]: 銷售的部分
[49:36 -> 49:37][SPEAKER_00]: 你目前
[49:37 -> 49:38][SPEAKER_00]: 叫貨這一塊
[49:38 -> 49:39][SPEAKER_00]: 對
